point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,transposition_mutation_correlation,group_kind,group,runs,seeds,stable_fraction,reached_gravity_fraction,retained_vertical_fraction,collapse_fraction,mean_gravity_reach_generation,mean_vertical_reach_generation,mean_partial_tilt_generation,mean_partial_transposition_generation,mean_max_comb_tilt,mean_max_min_transposition,mean_min_success,mean_final_directional_bias,mean_final_attention,mean_final_min_transposition,mean_final_transposition_gap,mean_final_comb_tilt,mean_final_success,mean_final_payoff
alpha_0p1_mut_0p09_rho_0,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.000,outcome,flat,59,"300,301,302,303,304,305,306,307,308,309,310,313,316,317,318,319,322,324,326,327,328,329,331,334,335,339,340,341,342,347,348,350,358,359,361,363,365,366,367,368,369,370,371,372,375,378,380,383,384,385,387,389,393,394,395,396,397,398,399",0.000,0.000,0.000,0.000,not_reached,not_reached,27.000,34.729,0.369,0.352,0.164,0.774,0.794,0.194,0.119,0.183,0.567,3.637
alpha_0p1_mut_0p09_rho_0,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.000,outcome,gravity_without_vertical,4,"312,321,357,392",0.000,1.000,0.000,0.000,67.500,not_reached,27.000,19.000,0.383,0.524,0.167,0.806,0.806,0.208,0.099,0.218,0.571,3.658
alpha_0p1_mut_0p09_rho_0,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.000,outcome,partial_transposition,36,"311,314,315,320,323,325,330,332,333,336,337,338,343,344,345,346,349,351,352,353,355,356,360,362,364,373,374,376,377,379,381,382,386,388,390,391",0.000,0.000,0.000,0.000,not_reached,not_reached,68.500,32.417,0.345,0.360,0.162,0.764,0.789,0.296,0.060,0.177,0.561,3.552
alpha_0p1_mut_0p09_rho_0,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.000,outcome,success,1,354,1.000,1.000,1.000,0.000,53.000,70.000,60.000,34.000,0.901,0.869,0.167,0.801,0.776,0.768,0.074,0.876,0.524,3.448
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.030,0.000,0.000,80.667,not_reached,35.667,28.374,0.379,0.368,0.164,0.784,0.809,0.232,0.067,0.189,0.571,3.690
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.300,comparison,unsuccessful,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.030,0.000,0.000,80.667,not_reached,35.667,28.374,0.379,0.368,0.164,0.784,0.809,0.232,0.067,0.189,0.571,3.690
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.300,outcome,flat,67,"304,307,308,309,310,311,312,316,318,319,321,322,324,326,327,328,329,330,331,332,335,336,338,339,340,341,342,344,346,347,348,352,353,355,356,357,358,359,360,362,363,365,367,368,369,370,371,372,373,375,379,380,381,382,383,384,386,388,389,390,391,393,394,395,396,398,399",0.000,0.000,0.000,0.000,not_reached,not_reached,31.429,26.864,0.371,0.359,0.165,0.787,0.809,0.200,0.069,0.187,0.575,3.727
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.300,outcome,gravity_without_vertical,3,"333,361,374",0.000,1.000,0.000,0.000,80.667,not_reached,62.500,28.667,0.609,0.617,0.161,0.778,0.827,0.341,0.049,0.294,0.574,3.768
alpha_0p1_mut_0p09_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.300,outcome,partial_transposition,30,"300,301,302,303,305,306,313,314,315,317,320,323,325,334,337,343,345,349,350,351,354,364,366,376,377,378,385,387,392,397",0.000,0.000,0.000,0.000,not_reached,not_reached,27.667,31.667,0.374,0.363,0.162,0.776,0.806,0.293,0.066,0.182,0.564,3.600
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.010,0.100,0.010,0.000,50.800,75.000,41.364,26.750,0.374,0.391,0.164,0.783,0.804,0.228,0.057,0.207,0.571,3.700
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,comparison,successful,1,341,1.000,1.000,1.000,0.000,34.000,68.000,36.000,21.000,0.902,0.903,0.168,0.768,0.840,0.763,0.072,0.844,0.578,3.885
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,comparison,unsuccessful,99,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.091,0.000,0.000,52.667,82.000,41.900,26.808,0.369,0.386,0.164,0.783,0.804,0.223,0.057,0.200,0.571,3.698
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,outcome,flat,67,"301,302,303,304,305,306,307,308,309,310,312,313,314,315,316,317,318,322,324,325,326,327,328,329,332,333,335,336,337,338,340,343,344,345,346,347,350,351,352,353,355,359,360,361,364,365,369,371,372,374,375,378,379,380,381,382,383,384,385,386,388,391,392,395,396,397,398",0.000,0.000,0.000,0.000,not_reached,not_reached,26.000,26.940,0.353,0.363,0.163,0.787,0.805,0.185,0.059,0.193,0.574,3.733
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,outcome,gravity_without_vertical,9,"311,320,339,342,357,368,373,387,399",0.000,1.000,0.000,0.000,52.667,82.000,50.500,16.222,0.498,0.592,0.167,0.764,0.786,0.324,0.043,0.276,0.574,3.703
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,outcome,partial_transposition,23,"300,319,321,323,330,331,334,348,349,354,356,358,362,363,366,367,370,376,377,389,390,393,394",0.000,0.000,0.000,0.000,not_reached,not_reached,38.000,30.565,0.366,0.371,0.165,0.782,0.808,0.293,0.055,0.192,0.563,3.595
alpha_0p1_mut_0p09_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.600,outcome,success,1,341,1.000,1.000,1.000,0.000,34.000,68.000,36.000,21.000,0.902,0.903,0.168,0.768,0.840,0.763,0.072,0.844,0.578,3.885
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.070,0.150,0.070,0.000,53.600,77.143,51.000,26.060,0.424,0.427,0.164,0.780,0.803,0.281,0.037,0.265,0.568,3.712
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,comparison,successful,7,"314,353,365,366,380,382,398",1.000,1.000,1.000,0.000,53.429,77.143,44.429,16.857,0.881,0.853,0.165,0.794,0.800,0.803,0.019,0.850,0.564,3.865
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,comparison,unsuccessful,93,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,354,355,356,357,358,359,360,361,362,363,364,367,368,369,370,371,372,373,374,375,376,377,378,379,381,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,399",0.000,0.086,0.000,0.000,53.750,not_reached,54.286,26.753,0.389,0.395,0.164,0.779,0.803,0.242,0.038,0.221,0.569,3.701
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,outcome,flat,62,"300,301,302,303,306,307,310,311,316,317,318,319,321,322,323,326,329,330,332,334,335,336,337,338,339,340,341,342,343,344,346,348,349,350,351,354,356,357,358,359,360,362,363,368,369,370,371,373,375,378,381,383,385,386,388,389,391,394,395,396,397,399",0.000,0.000,0.000,0.000,not_reached,not_reached,30.400,26.790,0.377,0.372,0.164,0.785,0.802,0.190,0.039,0.200,0.572,3.732
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,outcome,gravity_without_vertical,8,"304,305,309,325,333,387,390,392",0.000,1.000,0.000,0.000,53.750,not_reached,63.333,17.625,0.574,0.597,0.167,0.771,0.818,0.450,0.026,0.406,0.564,3.702
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,outcome,partial_transposition,23,"308,312,313,315,320,324,327,328,331,345,347,352,355,361,364,367,372,374,376,377,379,384,393",0.000,0.000,0.000,0.000,not_reached,not_reached,76.000,29.826,0.358,0.384,0.163,0.767,0.800,0.307,0.040,0.215,0.562,3.617
alpha_0p1_mut_0p09_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p09_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.090,0.900,outcome,success,7,"314,353,365,366,380,382,398",1.000,1.000,1.000,0.000,53.429,77.143,44.429,16.857,0.881,0.853,0.165,0.794,0.800,0.803,0.019,0.850,0.564,3.865
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.160,0.000,0.000,58.438,59.000,56.955,14.000,0.462,0.442,0.164,0.727,0.737,0.290,0.080,0.259,0.530,3.244
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.000,comparison,unsuccessful,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.160,0.000,0.000,58.438,59.000,56.955,14.000,0.462,0.442,0.164,0.727,0.737,0.290,0.080,0.259,0.530,3.244
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.000,outcome,flat,35,"306,308,309,311,312,318,319,322,329,332,333,337,338,339,344,345,346,347,349,358,359,360,361,366,369,375,380,381,384,385,388,390,391,396,399",0.000,0.000,0.000,0.000,not_reached,not_reached,41.833,14.629,0.432,0.404,0.165,0.736,0.742,0.215,0.093,0.233,0.536,3.306
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.000,outcome,gravity_without_vertical,16,"303,307,313,317,320,341,348,350,351,352,353,364,371,374,383,397",0.000,1.000,0.000,0.000,58.438,59.000,62.000,13.562,0.617,0.614,0.161,0.712,0.713,0.395,0.053,0.371,0.525,3.221
alpha_0p1_mut_0p135_rho_0,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.000,outcome,partial_transposition,49,"300,301,302,304,305,310,314,315,316,321,323,324,325,326,327,328,330,331,334,335,336,340,342,343,354,355,356,357,362,363,365,367,368,370,372,373,376,377,378,379,382,386,387,389,392,393,394,395,398",0.000,0.000,0.000,0.000,not_reached,not_reached,64.000,13.694,0.433,0.413,0.164,0.725,0.741,0.309,0.079,0.240,0.528,3.207
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.030,0.190,0.030,0.000,76.789,88.000,51.742,13.520,0.475,0.460,0.164,0.732,0.740,0.314,0.061,0.289,0.537,3.316
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,comparison,successful,3,"313,324,399",1.000,1.000,1.000,0.000,40.667,76.000,36.667,8.000,0.862,0.859,0.165,0.731,0.660,0.771,0.047,0.839,0.524,3.339
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,comparison,unsuccessful,97,"300,301,302,303,304,305,306,307,308,309,310,311,312,314,315,316,317,318,319,320,321,322,323,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398",0.000,0.165,0.000,0.000,83.562,106.000,53.357,13.691,0.463,0.447,0.164,0.732,0.743,0.300,0.061,0.272,0.537,3.316
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,outcome,flat,38,"303,304,307,310,311,314,315,318,320,321,323,325,329,330,333,335,337,341,344,347,351,352,355,357,358,359,365,367,371,372,373,374,377,378,381,388,390,397",0.000,0.000,0.000,0.000,not_reached,not_reached,53.750,14.237,0.434,0.412,0.162,0.736,0.760,0.219,0.061,0.220,0.547,3.419
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,outcome,gravity_without_vertical,16,"312,322,326,328,332,342,349,360,361,363,380,385,387,393,396,398",0.000,1.000,0.000,0.000,83.562,106.000,62.308,12.375,0.615,0.613,0.169,0.750,0.723,0.447,0.079,0.424,0.530,3.270
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,outcome,partial_transposition,43,"300,301,302,305,306,308,309,316,317,319,327,331,334,336,338,339,340,343,345,346,348,350,353,354,356,362,364,366,368,369,370,375,376,379,382,383,384,386,389,391,392,394,395",0.000,0.000,0.000,0.000,not_reached,not_reached,36.286,13.698,0.431,0.417,0.164,0.722,0.735,0.317,0.054,0.261,0.531,3.241
alpha_0p1_mut_0p135_rho_0p3,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p3,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.300,outcome,success,3,"313,324,399",1.000,1.000,1.000,0.000,40.667,76.000,36.667,8.000,0.862,0.859,0.165,0.731,0.660,0.771,0.047,0.839,0.524,3.339
alpha_0p1_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.600,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.280,0.000,0.000,61.464,87.200,48.725,13.500,0.499,0.479,0.164,0.719,0.732,0.302,0.047,0.301,0.532,3.289
alpha_0p1_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.600,comparison,unsuccessful,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.000,0.280,0.000,0.000,61.464,87.200,48.725,13.500,0.499,0.479,0.164,0.719,0.732,0.302,0.047,0.301,0.532,3.289
alpha_0p1_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.600,outcome,flat,33,"301,303,309,311,315,316,327,328,332,335,336,341,348,350,359,360,361,362,363,367,369,371,372,373,376,381,382,385,386,392,393,394,397",0.000,0.000,0.000,0.000,not_reached,not_reached,43.000,12.697,0.440,0.413,0.165,0.720,0.736,0.208,0.055,0.264,0.538,3.358
alpha_0p1_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.600,outcome,gravity_without_vertical,28,"302,304,308,313,317,318,320,321,324,325,326,329,334,337,338,339,344,346,352,353,357,365,368,377,378,387,391,398",0.000,1.000,0.000,0.000,61.464,87.200,50.240,14.071,0.638,0.634,0.162,0.727,0.732,0.381,0.045,0.385,0.532,3.299
alpha_0p1_mut_0p135_rho_0p6,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p6,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.600,outcome,partial_transposition,39,"300,305,306,307,310,312,314,319,322,323,330,331,333,340,342,343,345,347,349,351,354,355,356,358,364,366,370,374,375,379,380,383,384,388,389,390,395,396,399",0.000,0.000,0.000,0.000,not_reached,not_reached,48.333,13.769,0.449,0.423,0.164,0.712,0.728,0.325,0.041,0.272,0.528,3.224
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.020,0.520,0.020,0.000,55.115,74.750,56.333,11.730,0.566,0.561,0.164,0.728,0.744,0.363,0.035,0.357,0.540,3.386
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,comparison,successful,2,"312,388",1.000,1.000,1.000,0.000,46.000,78.000,23.500,16.500,0.881,0.849,0.160,0.742,0.752,0.761,0.038,0.843,0.549,3.639
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,comparison,unsuccessful,98,"300,301,302,303,304,305,306,307,308,309,310,311,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,389,390,391,392,393,394,395,396,397,398,399",0.000,0.510,0.000,0.000,55.480,74.286,57.596,11.633,0.560,0.555,0.164,0.728,0.744,0.355,0.035,0.347,0.540,3.381
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,outcome,flat,18,"302,304,308,314,317,321,325,326,330,332,357,360,370,372,378,382,393,397",0.000,0.000,0.000,0.000,not_reached,not_reached,78.000,12.056,0.435,0.433,0.164,0.732,0.749,0.207,0.035,0.249,0.544,3.410
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,outcome,gravity_without_vertical,50,"300,305,309,310,311,313,318,319,320,324,328,331,334,337,339,341,342,343,344,345,346,347,348,350,352,353,354,355,356,358,359,362,364,368,373,374,375,377,379,380,383,384,387,389,390,391,392,394,398,399",0.000,1.000,0.000,0.000,55.480,74.286,57.071,11.480,0.660,0.675,0.164,0.730,0.746,0.431,0.036,0.423,0.540,3.393
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,outcome,partial_transposition,30,"301,303,306,307,315,316,322,323,327,329,333,335,336,338,340,349,351,361,363,365,366,367,369,371,376,381,385,386,395,396",0.000,0.000,0.000,0.000,not_reached,not_reached,55.250,11.633,0.467,0.428,0.164,0.721,0.738,0.316,0.034,0.280,0.537,3.345
alpha_0p1_mut_0p135_rho_0p9,evolutionary_interaction,alpha_0p1_mut_0p135_rho_0p9,false,8,0.270,9,1.000,0.100,6.500,0.055,0.135,0.900,outcome,success,2,"312,388",1.000,1.000,1.000,0.000,46.000,78.000,23.500,16.500,0.881,0.849,0.160,0.742,0.752,0.761,0.038,0.843,0.549,3.639
alpha_0p25_mut_0p045_rho_0,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.045,0.000,all,all,100,"300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399",0.010,0.040,0.020,0.000,72.000,67.333,44.450,70.410,0.396,0.283,0.164,0.824,0.841,0.189,0.102,0.204,0.597,4.077
alpha_0p25_mut_0p045_rho_0,evolutionary_interaction,alpha_0p25_mut_0p045_rho_0,false,8,0.270,9,1.000,0.250,6.500,0.055,0.045,0.000,comparison,successful,1,312,1.000,1.000,1.000,0.000,57.000,62.000,42.000,42.000,0.925,0.818,0.158,0.635,0.780,0.802,0.045,0.841,0.542,4.073
