initial_comb_tilt,vertical_comb_benefit,vertical_comb_modifier,seed,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
1.000,0.050,linear,102,flat,74,0.896,0.901,0.232,0.230,0.230,0.002,0.148,1.608,0.206,7.068,0.192,0.721
1.000,0.050,linear,102,flat,75,0.903,0.888,0.313,0.238,0.238,0.075,0.131,1.523,0.316,7.191,0.194,0.736
1.000,0.050,linear,102,flat,76,0.880,0.870,0.360,0.239,0.239,0.122,0.134,1.342,0.175,7.195,0.189,0.669
1.000,0.050,linear,102,flat,77,0.837,0.898,0.400,0.328,0.328,0.072,0.134,1.977,0.119,7.092,0.181,0.584
1.000,0.050,linear,102,flat,78,0.837,0.887,0.449,0.379,0.379,0.070,0.111,1.313,0.173,7.023,0.178,0.571
1.000,0.050,linear,102,flat,79,0.844,0.898,0.435,0.376,0.376,0.059,0.116,1.022,0.178,6.961,0.179,0.593
1.000,0.050,linear,102,flat,80,0.836,0.898,0.395,0.392,0.392,0.003,0.101,0.471,0.213,6.869,0.181,0.637
1.000,0.050,linear,102,flat,81,0.819,0.895,0.477,0.415,0.415,0.062,0.105,0.448,0.413,7.118,0.187,0.667
1.000,0.050,linear,102,flat,82,0.792,0.914,0.460,0.408,0.408,0.052,0.095,0.408,0.479,7.261,0.190,0.662
1.000,0.050,linear,102,flat,83,0.818,0.895,0.413,0.425,0.413,0.013,0.084,0.411,0.392,7.374,0.198,0.748
1.000,0.050,linear,102,flat,84,0.856,0.901,0.418,0.476,0.418,0.058,0.070,0.628,0.480,7.299,0.192,0.691
1.000,0.050,linear,102,flat,85,0.884,0.902,0.428,0.492,0.428,0.064,0.082,0.805,0.374,7.313,0.205,0.838
1.000,0.050,linear,102,flat,86,0.905,0.912,0.378,0.500,0.378,0.122,0.080,0.819,0.402,7.235,0.194,0.717
1.000,0.050,linear,102,flat,87,0.901,0.906,0.370,0.464,0.370,0.093,0.064,0.627,0.402,7.097,0.193,0.721
1.000,0.050,linear,102,flat,88,0.926,0.919,0.308,0.495,0.308,0.187,0.095,0.698,0.414,6.976,0.194,0.770
1.000,0.050,linear,102,flat,89,0.921,0.905,0.313,0.491,0.313,0.178,0.095,0.493,0.437,7.194,0.202,0.821
1.000,0.050,linear,102,flat,90,0.920,0.905,0.331,0.485,0.331,0.154,0.090,0.346,0.104,7.283,0.200,0.778
1.000,0.050,linear,102,flat,91,0.901,0.910,0.351,0.498,0.351,0.147,0.092,2.983,0.244,7.296,0.190,0.656
1.000,0.050,linear,102,flat,92,0.920,0.914,0.337,0.471,0.337,0.134,0.089,2.688,0.175,7.215,0.196,0.745
1.000,0.050,linear,102,flat,93,0.927,0.890,0.378,0.477,0.378,0.099,0.087,0.066,0.126,7.311,0.197,0.743
1.000,0.050,linear,102,flat,94,0.919,0.883,0.376,0.473,0.376,0.097,0.081,0.563,0.093,7.098,0.191,0.704
1.000,0.050,linear,102,flat,95,0.907,0.911,0.339,0.478,0.339,0.139,0.071,0.678,0.168,7.042,0.195,0.770
1.000,0.050,linear,102,flat,96,0.900,0.914,0.310,0.414,0.310,0.104,0.088,0.676,0.209,6.956,0.185,0.664
1.000,0.050,linear,102,flat,97,0.890,0.906,0.319,0.375,0.319,0.056,0.115,0.794,0.299,7.174,0.197,0.760
1.000,0.050,linear,102,flat,98,0.841,0.905,0.281,0.377,0.281,0.096,0.129,0.413,0.242,7.161,0.192,0.706
1.000,0.050,linear,102,flat,99,0.850,0.906,0.273,0.364,0.273,0.091,0.099,0.606,0.278,7.076,0.201,0.835
1.000,0.050,linear,102,flat,100,0.863,0.901,0.244,0.331,0.244,0.086,0.090,2.775,0.115,7.252,0.196,0.745
1.000,0.050,linear,102,flat,101,0.854,0.887,0.273,0.330,0.273,0.057,0.079,3.013,0.147,7.266,0.201,0.791
1.000,0.050,linear,102,flat,102,0.830,0.901,0.277,0.310,0.277,0.033,0.086,2.748,0.205,7.226,0.196,0.743
1.000,0.050,linear,102,flat,103,0.836,0.893,0.245,0.280,0.245,0.035,0.082,2.719,0.333,7.288,0.204,0.839
1.000,0.050,linear,102,flat,104,0.788,0.893,0.250,0.241,0.241,0.010,0.080,2.744,0.313,7.163,0.199,0.792
1.000,0.050,linear,102,flat,105,0.851,0.878,0.208,0.241,0.208,0.033,0.105,2.586,0.115,7.182,0.195,0.734
1.000,0.050,linear,102,flat,106,0.869,0.898,0.213,0.243,0.213,0.030,0.082,0.716,0.083,7.041,0.193,0.747
1.000,0.050,linear,102,flat,107,0.881,0.897,0.228,0.255,0.228,0.027,0.090,0.963,0.176,7.093,0.192,0.719
1.000,0.050,linear,102,flat,108,0.874,0.891,0.213,0.253,0.213,0.039,0.110,0.513,0.087,7.058,0.189,0.692
1.000,0.050,linear,102,flat,109,0.868,0.894,0.185,0.262,0.185,0.077,0.137,2.872,0.035,7.347,0.202,0.790
1.000,0.050,linear,102,flat,110,0.882,0.901,0.175,0.229,0.175,0.054,0.151,0.452,0.134,7.358,0.198,0.739
1.000,0.050,linear,102,flat,111,0.878,0.898,0.158,0.204,0.158,0.046,0.162,3.124,0.161,7.291,0.200,0.786
1.000,0.050,linear,102,flat,112,0.859,0.883,0.161,0.190,0.161,0.029,0.149,3.101,0.153,7.122,0.193,0.741
1.000,0.050,linear,102,flat,113,0.836,0.915,0.181,0.186,0.181,0.005,0.179,2.666,0.096,7.321,0.204,0.821
1.000,0.050,linear,102,flat,114,0.831,0.899,0.173,0.192,0.173,0.019,0.183,0.259,0.238,7.341,0.190,0.650
1.000,0.050,linear,102,flat,115,0.795,0.891,0.175,0.206,0.175,0.031,0.190,0.392,0.213,7.352,0.192,0.672
1.000,0.050,linear,102,flat,116,0.842,0.891,0.165,0.215,0.165,0.050,0.221,0.245,0.296,7.455,0.206,0.828
1.000,0.050,linear,102,flat,117,0.842,0.864,0.164,0.191,0.164,0.028,0.168,0.385,0.346,7.367,0.203,0.800
1.000,0.050,linear,102,flat,118,0.866,0.885,0.153,0.186,0.153,0.033,0.174,0.130,0.254,7.273,0.196,0.738
1.000,0.050,linear,102,flat,119,0.864,0.902,0.152,0.171,0.152,0.019,0.230,3.025,0.280,7.263,0.190,0.665
1.000,0.050,linear,102,flat,120,0.888,0.911,0.168,0.194,0.168,0.026,0.205,3.099,0.289,7.376,0.201,0.782
1.000,0.050,linear,103,success,0,0.075,0.110,0.000,0.000,0.000,0.000,1.000,2.386,0.079,2.432,0.028,0.001
1.000,0.050,linear,103,success,1,0.077,0.110,0.028,0.030,0.028,0.002,0.973,2.678,0.102,2.463,0.027,0.001
1.000,0.050,linear,103,success,2,0.100,0.124,0.057,0.048,0.048,0.008,0.936,2.873,0.058,2.327,0.027,0.001
1.000,0.050,linear,103,success,3,0.128,0.129,0.075,0.061,0.061,0.014,0.906,2.912,0.200,3.142,0.042,0.001
1.000,0.050,linear,103,success,4,0.106,0.138,0.066,0.074,0.066,0.008,0.890,2.311,0.063,3.404,0.044,0.001
1.000,0.050,linear,103,success,5,0.102,0.159,0.079,0.080,0.079,0.001,0.869,1.721,0.114,3.565,0.049,0.001
1.000,0.050,linear,103,success,6,0.093,0.182,0.095,0.102,0.095,0.007,0.858,1.522,0.104,3.287,0.042,0.001
1.000,0.050,linear,103,success,7,0.090,0.172,0.095,0.097,0.095,0.003,0.879,1.479,0.323,3.045,0.038,0.003
1.000,0.050,linear,103,success,8,0.232,0.170,0.145,0.129,0.129,0.016,0.912,1.309,0.465,5.081,0.077,0.001
1.000,0.050,linear,103,success,9,0.231,0.177,0.144,0.112,0.112,0.032,0.911,1.121,0.475,5.183,0.077,0.002
1.000,0.050,linear,103,success,10,0.193,0.240,0.112,0.139,0.112,0.027,0.930,0.759,0.730,5.636,0.085,0.001
1.000,0.050,linear,103,success,11,0.181,0.243,0.113,0.144,0.113,0.031,0.932,0.819,0.620,6.000,0.094,0.006
1.000,0.050,linear,103,success,12,0.169,0.259,0.108,0.143,0.108,0.035,0.911,0.920,0.426,6.542,0.103,0.015
1.000,0.050,linear,103,success,13,0.235,0.260,0.147,0.138,0.138,0.010,0.951,1.319,0.615,6.434,0.099,0.009
1.000,0.050,linear,103,success,14,0.210,0.293,0.178,0.161,0.161,0.017,0.941,1.968,0.231,6.841,0.106,0.015
1.000,0.050,linear,103,success,15,0.325,0.335,0.207,0.154,0.154,0.053,0.971,0.016,0.675,7.487,0.123,0.022
1.000,0.050,linear,103,success,16,0.365,0.363,0.197,0.123,0.123,0.074,0.954,2.997,0.650,7.827,0.125,0.010
1.000,0.050,linear,103,success,17,0.386,0.395,0.195,0.179,0.179,0.017,0.922,2.860,0.615,7.707,0.129,0.024
1.000,0.050,linear,103,success,18,0.415,0.428,0.225,0.160,0.160,0.065,0.913,3.123,0.420,7.650,0.130,0.037
1.000,0.050,linear,103,success,19,0.445,0.523,0.286,0.212,0.212,0.074,0.863,0.394,0.394,7.597,0.133,0.036
1.000,0.050,linear,103,success,20,0.494,0.540,0.292,0.166,0.166,0.126,0.868,0.569,0.447,7.655,0.131,0.023
1.000,0.050,linear,103,success,21,0.525,0.579,0.287,0.204,0.204,0.083,0.891,0.336,0.285,7.657,0.129,0.038
1.000,0.050,linear,103,success,22,0.577,0.613,0.248,0.190,0.190,0.057,0.892,0.281,0.550,7.578,0.135,0.054
1.000,0.050,linear,103,success,23,0.560,0.711,0.177,0.107,0.107,0.071,0.907,0.421,0.611,7.398,0.134,0.060
1.000,0.050,linear,103,success,24,0.491,0.756,0.240,0.148,0.148,0.092,0.797,0.822,0.365,7.352,0.130,0.038
1.000,0.050,linear,103,success,25,0.451,0.773,0.226,0.156,0.156,0.070,0.788,1.192,0.316,7.241,0.132,0.080
1.000,0.050,linear,103,success,26,0.451,0.839,0.266,0.187,0.187,0.079,0.750,0.941,0.400,7.324,0.138,0.119
1.000,0.050,linear,103,success,27,0.462,0.880,0.302,0.268,0.268,0.034,0.744,0.979,0.264,7.352,0.134,0.079
1.000,0.050,linear,103,success,28,0.481,0.898,0.499,0.521,0.499,0.022,0.728,1.186,0.193,7.621,0.160,0.264
1.000,0.050,linear,103,success,29,0.497,0.907,0.555,0.611,0.555,0.056,0.752,0.533,0.265,7.609,0.167,0.359
1.000,0.050,linear,103,success,30,0.556,0.908,0.644,0.760,0.644,0.116,0.783,0.441,0.442,7.542,0.176,0.478
1.000,0.050,linear,103,success,31,0.616,0.902,0.727,0.859,0.727,0.132,0.811,0.094,0.406,7.444,0.181,0.535
1.000,0.050,linear,103,success,32,0.598,0.890,0.757,0.882,0.757,0.126,0.817,0.062,0.462,7.369,0.181,0.550
1.000,0.050,linear,103,success,33,0.629,0.883,0.798,0.898,0.798,0.100,0.831,0.194,0.426,7.353,0.181,0.558
1.000,0.050,linear,103,success,34,0.653,0.868,0.815,0.901,0.815,0.087,0.835,0.460,0.528,7.347,0.172,0.449
1.000,0.050,linear,103,success,35,0.684,0.860,0.824,0.897,0.824,0.073,0.859,0.379,0.429,7.244,0.181,0.584
1.000,0.050,linear,103,success,36,0.713,0.886,0.851,0.878,0.851,0.027,0.877,0.283,0.332,7.298,0.177,0.521
1.000,0.050,linear,103,success,37,0.760,0.858,0.867,0.893,0.867,0.026,0.882,0.445,0.291,7.086,0.185,0.667
1.000,0.050,linear,103,success,38,0.749,0.876,0.874,0.908,0.874,0.034,0.911,1.132,0.176,7.224,0.190,0.690
1.000,0.050,linear,103,success,39,0.750,0.883,0.901,0.940,0.901,0.039,0.918,1.349,0.250,7.204,0.195,0.769
1.000,0.050,linear,103,success,40,0.770,0.891,0.912,0.930,0.912,0.018,0.904,1.223,0.347,7.361,0.192,0.699
1.000,0.050,linear,103,success,41,0.788,0.890,0.905,0.909,0.905,0.004,0.907,1.549,0.233,7.203,0.193,0.735
1.000,0.050,linear,103,success,42,0.810,0.860,0.908,0.888,0.888,0.020,0.882,1.421,0.225,7.291,0.186,0.625
1.000,0.050,linear,103,success,43,0.823,0.868,0.908,0.877,0.877,0.031,0.882,1.019,0.061,7.223,0.189,0.677
1.000,0.050,linear,103,success,44,0.852,0.867,0.923,0.896,0.896,0.027,0.858,1.449,0.053,7.117,0.181,0.602
1.000,0.050,linear,103,success,45,0.840,0.861,0.928,0.900,0.900,0.027,0.859,0.610,0.084,7.319,0.183,0.582
1.000,0.050,linear,103,success,46,0.835,0.863,0.935,0.903,0.903,0.032,0.856,1.933,0.160,7.194,0.190,0.702
1.000,0.050,linear,103,success,47,0.826,0.837,0.922,0.897,0.897,0.024,0.859,1.565,0.123,7.207,0.183,0.618
1.000,0.050,linear,103,success,48,0.836,0.825,0.902,0.885,0.885,0.017,0.891,1.721,0.179,7.295,0.189,0.690
1.000,0.050,linear,103,success,49,0.886,0.819,0.922,0.912,0.912,0.010,0.897,2.066,0.196,7.280,0.191,0.693
1.000,0.050,linear,103,success,50,0.895,0.824,0.922,0.918,0.918,0.004,0.885,1.686,0.123,7.466,0.192,0.674
1.000,0.050,linear,103,success,51,0.878,0.851,0.901,0.873,0.873,0.028,0.873,1.701,0.177,7.463,0.191,0.667
1.000,0.050,linear,103,success,52,0.874,0.878,0.904,0.891,0.891,0.012,0.873,1.892,0.128,7.337,0.191,0.677
1.000,0.050,linear,103,success,53,0.860,0.892,0.906,0.877,0.877,0.029,0.864,1.273,0.278,7.494,0.201,0.778
1.000,0.050,linear,103,success,54,0.855,0.859,0.903,0.878,0.878,0.025,0.866,1.288,0.307,7.437,0.191,0.651
1.000,0.050,linear,103,success,55,0.866,0.855,0.910,0.889,0.889,0.021,0.897,1.399,0.083,7.529,0.196,0.699
1.000,0.050,linear,103,success,56,0.849,0.885,0.912,0.904,0.904,0.008,0.890,1.114,0.130,7.317,0.193,0.717
1.000,0.050,linear,103,success,57,0.880,0.886,0.913,0.875,0.875,0.039,0.877,0.926,0.142,7.215,0.194,0.742
1.000,0.050,linear,103,success,58,0.858,0.855,0.903,0.847,0.847,0.057,0.842,1.030,0.164,7.190,0.183,0.625
1.000,0.050,linear,103,success,59,0.844,0.848,0.900,0.887,0.887,0.013,0.846,0.227,0.131,7.353,0.185,0.602
1.000,0.050,linear,103,success,60,0.873,0.870,0.874,0.868,0.868,0.006,0.869,2.973,0.286,7.304,0.190,0.671
1.000,0.050,linear,103,success,61,0.859,0.901,0.880,0.898,0.880,0.018,0.852,2.974,0.380,7.146,0.186,0.654
1.000,0.050,linear,103,success,62,0.852,0.894,0.884,0.920,0.884,0.036,0.856,2.910,0.145,7.146,0.186,0.658
1.000,0.050,linear,103,success,63,0.846,0.905,0.889,0.911,0.889,0.022,0.864,2.548,0.129,7.317,0.191,0.677
1.000,0.050,linear,103,success,64,0.871,0.915,0.888,0.905,0.888,0.017,0.869,1.084,0.074,7.424,0.196,0.731
1.000,0.050,linear,103,success,65,0.875,0.891,0.903,0.911,0.903,0.008,0.871,1.232,0.203,7.401,0.203,0.831
1.000,0.050,linear,103,success,66,0.838,0.890,0.877,0.890,0.877,0.013,0.872,1.579,0.135,7.214,0.185,0.625
1.000,0.050,linear,103,success,67,0.847,0.889,0.867,0.901,0.867,0.034,0.901,2.121,0.135,7.024,0.182,0.644
1.000,0.050,linear,103,success,68,0.795,0.882,0.846,0.898,0.846,0.053,0.903,1.842,0.072,7.028,0.182,0.635
1.000,0.050,linear,103,success,69,0.850,0.853,0.848,0.887,0.848,0.039,0.914,0.547,0.191,6.951,0.177,0.602
1.000,0.050,linear,103,success,70,0.878,0.870,0.871,0.884,0.871,0.013,0.903,1.170,0.137,6.910,0.179,0.622
1.000,0.050,linear,103,success,71,0.853,0.842,0.898,0.910,0.898,0.012,0.901,0.796,0.428,7.049,0.181,0.624
1.000,0.050,linear,103,success,72,0.866,0.852,0.898,0.904,0.898,0.006,0.870,0.715,0.294,7.258,0.186,0.639
1.000,0.050,linear,103,success,73,0.854,0.879,0.890,0.908,0.890,0.018,0.889,1.002,0.214,7.234,0.193,0.747
1.000,0.050,linear,103,success,74,0.841,0.886,0.902,0.943,0.902,0.041,0.882,1.123,0.219,7.111,0.191,0.739
1.000,0.050,linear,103,success,75,0.884,0.875,0.912,0.939,0.912,0.027,0.864,1.789,0.116,7.238,0.196,0.767
1.000,0.050,linear,103,success,76,0.861,0.876,0.911,0.923,0.911,0.012,0.889,2.001,0.140,7.216,0.194,0.749
1.000,0.050,linear,103,success,77,0.839,0.859,0.896,0.885,0.885,0.011,0.869,2.000,0.268,7.211,0.192,0.722
1.000,0.050,linear,103,success,78,0.836,0.845,0.894,0.887,0.887,0.007,0.878,1.956,0.225,7.353,0.188,0.652
1.000,0.050,linear,103,success,79,0.857,0.861,0.910,0.905,0.905,0.004,0.854,1.478,0.078,7.448,0.191,0.672
1.000,0.050,linear,103,success,80,0.859,0.831,0.915,0.918,0.915,0.002,0.862,2.182,0.190,7.433,0.192,0.689
1.000,0.050,linear,103,success,81,0.844,0.849,0.917,0.925,0.917,0.009,0.897,2.278,0.135,7.320,0.193,0.711
1.000,0.050,linear,103,success,82,0.825,0.879,0.900,0.901,0.900,0.001,0.893,1.019,0.065,7.202,0.196,0.764
1.000,0.050,linear,103,success,83,0.813,0.854,0.906,0.889,0.889,0.017,0.895,0.280,0.021,7.146,0.180,0.592
1.000,0.050,linear,103,success,84,0.812,0.864,0.898,0.897,0.897,0.001,0.917,0.804,0.053,7.134,0.195,0.771
1.000,0.050,linear,103,success,85,0.808,0.863,0.894,0.907,0.894,0.013,0.931,1.521,0.068,7.062,0.181,0.619
1.000,0.050,linear,103,success,86,0.772,0.877,0.906,0.886,0.886,0.019,0.921,2.775,0.142,7.089,0.190,0.717
1.000,0.050,linear,103,success,87,0.788,0.884,0.888,0.855,0.855,0.033,0.908,2.891,0.282,7.131,0.183,0.630
1.000,0.050,linear,103,success,88,0.758,0.887,0.919,0.870,0.870,0.050,0.894,2.794,0.162,7.255,0.188,0.681
1.000,0.050,linear,103,success,89,0.768,0.906,0.937,0.890,0.890,0.047,0.911,2.790,0.213,7.299,0.192,0.718
1.000,0.050,linear,103,success,90,0.746,0.890,0.937,0.900,0.900,0.037,0.914,2.568,0.200,7.320,0.192,0.716
1.000,0.050,linear,103,success,91,0.745,0.887,0.946,0.919,0.919,0.027,0.913,3.113,0.134,7.122,0.186,0.670
1.000,0.050,linear,103,success,92,0.790,0.870,0.940,0.914,0.914,0.026,0.902,2.647,0.162,7.126,0.185,0.656
1.000,0.050,linear,103,success,93,0.828,0.883,0.943,0.927,0.927,0.016,0.896,2.955,0.348,7.145,0.198,0.820
1.000,0.050,linear,103,success,94,0.807,0.869,0.951,0.943,0.943,0.008,0.909,2.767,0.179,7.342,0.192,0.715
1.000,0.050,linear,103,success,95,0.858,0.869,0.935,0.928,0.928,0.007,0.909,2.721,0.292,7.344,0.199,0.791
1.000,0.050,linear,103,success,96,0.851,0.882,0.927,0.927,0.927,0.001,0.914,2.663,0.297,7.052,0.194,0.786
1.000,0.050,linear,103,success,97,0.841,0.887,0.926,0.934,0.926,0.008,0.916,2.414,0.259,7.246,0.193,0.734
1.000,0.050,linear,103,success,98,0.880,0.875,0.909,0.904,0.904,0.005,0.928,2.067,0.075,6.929,0.188,0.727
1.000,0.050,linear,103,success,99,0.884,0.852,0.907,0.898,0.898,0.009,0.912,2.580,0.167,7.146,0.185,0.651
1.000,0.050,linear,103,success,100,0.887,0.893,0.891,0.891,0.891,0.000,0.912,1.680,0.108,7.124,0.192,0.755
1.000,0.050,linear,103,success,101,0.867,0.895,0.895,0.884,0.884,0.011,0.906,2.544,0.023,7.286,0.187,0.655
1.000,0.050,linear,103,success,102,0.843,0.904,0.917,0.881,0.881,0.036,0.902,1.846,0.122,7.397,0.205,0.851
1.000,0.050,linear,103,success,103,0.795,0.898,0.917,0.887,0.887,0.030,0.911,1.572,0.154,7.409,0.189,0.649
1.000,0.050,linear,103,success,104,0.824,0.897,0.914,0.858,0.858,0.055,0.908,2.147,0.133,7.369,0.194,0.721
1.000,0.050,linear,103,success,105,0.821,0.908,0.908,0.847,0.847,0.061,0.909,0.533,0.133,7.333,0.196,0.749
1.000,0.050,linear,103,success,106,0.808,0.904,0.913,0.874,0.874,0.039,0.894,1.167,0.201,7.242,0.191,0.700
1.000,0.050,linear,103,success,107,0.811,0.918,0.917,0.875,0.875,0.042,0.878,1.252,0.291,7.160,0.192,0.740
1.000,0.050,linear,103,success,108,0.816,0.923,0.893,0.876,0.876,0.017,0.888,0.807,0.257,7.077,0.186,0.678
1.000,0.050,linear,103,success,109,0.824,0.913,0.874,0.880,0.874,0.005,0.901,0.758,0.270,7.319,0.194,0.729
1.000,0.050,linear,103,success,110,0.862,0.912,0.876,0.871,0.871,0.005,0.909,0.622,0.101,7.185,0.187,0.667
1.000,0.050,linear,103,success,111,0.894,0.911,0.878,0.860,0.860,0.018,0.909,2.584,0.083,7.188,0.191,0.714
1.000,0.050,linear,103,success,112,0.879,0.920,0.898,0.877,0.877,0.020,0.909,0.565,0.018,7.241,0.192,0.714
1.000,0.050,linear,103,success,113,0.899,0.910,0.903,0.888,0.888,0.015,0.895,1.623,0.083,7.195,0.189,0.693
1.000,0.050,linear,103,success,114,0.873,0.924,0.903,0.900,0.900,0.003,0.908,0.948,0.089,7.360,0.197,0.745
1.000,0.050,linear,103,success,115,0.909,0.923,0.919,0.891,0.891,0.029,0.906,1.728,0.136,7.518,0.205,0.832
1.000,0.050,linear,103,success,116,0.917,0.919,0.927,0.873,0.873,0.053,0.919,2.124,0.182,7.326,0.200,0.800
1.000,0.050,linear,103,success,117,0.909,0.916,0.934,0.898,0.898,0.036,0.929,1.904,0.216,7.421,0.205,0.838
1.000,0.050,linear,103,success,118,0.904,0.875,0.916,0.878,0.878,0.038,0.924,1.949,0.109,7.517,0.203,0.805
1.000,0.050,linear,103,success,119,0.908,0.879,0.894,0.860,0.860,0.035,0.905,1.462,0.175,7.415,0.199,0.770
1.000,0.050,linear,103,success,120,0.913,0.873,0.895,0.867,0.867,0.029,0.907,1.601,0.273,7.289,0.191,0.696
1.000,0.050,linear,104,flat,0,0.079,0.129,0.000,0.000,0.000,0.000,1.000,3.017,0.083,2.425,0.025,0.001
1.000,0.050,linear,104,flat,1,0.084,0.150,0.027,0.032,0.027,0.005,0.967,0.230,0.095,2.539,0.029,0.001
1.000,0.050,linear,104,flat,2,0.093,0.140,0.041,0.053,0.041,0.013,0.939,0.510,0.195,2.501,0.030,0.004
1.000,0.050,linear,104,flat,3,0.129,0.257,0.042,0.040,0.040,0.002,0.887,0.483,0.736,3.709,0.051,0.004
1.000,0.050,linear,104,flat,4,0.219,0.226,0.032,0.041,0.032,0.009,0.900,0.707,0.671,3.469,0.047,0.002
1.000,0.050,linear,104,flat,5,0.219,0.330,0.047,0.052,0.047,0.005,0.874,2.116,0.319,3.403,0.047,0.004
1.000,0.050,linear,104,flat,6,0.223,0.323,0.049,0.063,0.049,0.014,0.899,0.344,0.208,3.528,0.049,0.004
1.000,0.050,linear,104,flat,7,0.253,0.389,0.086,0.056,0.056,0.030,0.918,2.728,0.625,3.389,0.046,0.004
1.000,0.050,linear,104,flat,8,0.405,0.407,0.113,0.130,0.113,0.017,0.965,2.575,0.730,4.183,0.062,0.002
1.000,0.050,linear,104,flat,9,0.442,0.398,0.112,0.182,0.112,0.070,0.967,2.557,0.727,5.133,0.083,0.024
1.000,0.050,linear,104,flat,10,0.437,0.446,0.107,0.176,0.107,0.069,0.970,2.473,0.455,5.838,0.097,0.010
1.000,0.050,linear,104,flat,11,0.448,0.460,0.059,0.177,0.059,0.119,0.952,2.324,0.614,6.235,0.103,0.015
1.000,0.050,linear,104,flat,12,0.431,0.534,0.069,0.176,0.069,0.107,0.948,2.455,0.678,6.325,0.103,0.014
1.000,0.050,linear,104,flat,13,0.501,0.577,0.066,0.093,0.066,0.027,0.902,2.454,0.582,6.652,0.116,0.031
1.000,0.050,linear,104,flat,14,0.530,0.587,0.102,0.120,0.102,0.018,0.855,2.593,0.550,6.937,0.122,0.036
1.000,0.050,linear,104,flat,15,0.511,0.599,0.099,0.080,0.080,0.019,0.795,2.703,0.658,6.943,0.122,0.036
1.000,0.050,linear,104,flat,16,0.459,0.640,0.124,0.086,0.086,0.038,0.749,2.655,0.544,7.407,0.130,0.032
1.000,0.050,linear,104,flat,17,0.481,0.658,0.089,0.093,0.089,0.005,0.686,2.758,0.335,7.328,0.135,0.080
1.000,0.050,linear,104,flat,18,0.580,0.695,0.101,0.104,0.101,0.003,0.661,0.724,0.107,7.486,0.135,0.070
1.000,0.050,linear,104,flat,19,0.540,0.715,0.098,0.119,0.098,0.021,0.626,2.689,0.202,7.529,0.145,0.136
1.000,0.050,linear,104,flat,20,0.549,0.765,0.103,0.159,0.103,0.055,0.518,2.709,0.500,7.556,0.156,0.214
1.000,0.050,linear,104,flat,21,0.539,0.787,0.110,0.179,0.110,0.069,0.462,2.597,0.497,7.583,0.168,0.351
1.000,0.050,linear,104,flat,22,0.542,0.835,0.129,0.201,0.129,0.072,0.391,2.611,0.372,7.480,0.168,0.368
1.000,0.050,linear,104,flat,23,0.542,0.862,0.129,0.205,0.129,0.076,0.316,2.715,0.259,7.561,0.178,0.450
1.000,0.050,linear,104,flat,24,0.582,0.848,0.106,0.196,0.106,0.090,0.287,0.051,0.104,7.460,0.183,0.537
1.000,0.050,linear,104,flat,25,0.644,0.864,0.095,0.211,0.095,0.116,0.272,2.377,0.118,7.316,0.181,0.545
1.000,0.050,linear,104,flat,26,0.650,0.861,0.116,0.250,0.116,0.134,0.283,0.105,0.140,7.335,0.181,0.534
1.000,0.050,linear,104,flat,27,0.658,0.853,0.128,0.262,0.128,0.135,0.302,3.004,0.145,7.253,0.178,0.519
1.000,0.050,linear,104,flat,28,0.644,0.894,0.121,0.256,0.121,0.135,0.266,0.319,0.252,7.068,0.181,0.592
1.000,0.050,linear,104,flat,29,0.665,0.883,0.119,0.247,0.119,0.128,0.232,0.199,0.282,7.103,0.187,0.660
1.000,0.050,linear,104,flat,30,0.659,0.906,0.138,0.232,0.138,0.093,0.189,0.006,0.313,7.218,0.181,0.569
1.000,0.050,linear,104,flat,31,0.677,0.920,0.140,0.230,0.140,0.089,0.172,0.037,0.346,7.256,0.195,0.721
1.000,0.050,linear,104,flat,32,0.667,0.920,0.161,0.266,0.161,0.105,0.182,2.934,0.276,7.271,0.191,0.682
1.000,0.050,linear,104,flat,33,0.715,0.933,0.185,0.282,0.185,0.096,0.181,2.613,0.399,7.341,0.188,0.627
1.000,0.050,linear,104,flat,34,0.751,0.904,0.184,0.306,0.184,0.122,0.164,2.747,0.362,7.455,0.198,0.719
1.000,0.050,linear,104,flat,35,0.756,0.877,0.183,0.311,0.183,0.127,0.173,2.599,0.476,7.489,0.192,0.648
1.000,0.050,linear,104,flat,36,0.749,0.870,0.195,0.302,0.195,0.107,0.153,2.739,0.305,7.409,0.201,0.767
1.000,0.050,linear,104,flat,37,0.750,0.856,0.226,0.341,0.226,0.114,0.153,3.047,0.036,7.567,0.188,0.576
1.000,0.050,linear,104,flat,38,0.735,0.873,0.188,0.325,0.188,0.137,0.121,1.296,0.243,7.561,0.194,0.650
1.000,0.050,linear,104,flat,39,0.727,0.885,0.174,0.298,0.174,0.124,0.128,1.017,0.364,7.384,0.197,0.718
1.000,0.050,linear,104,flat,40,0.705,0.906,0.149,0.278,0.149,0.128,0.164,1.186,0.481,7.479,0.200,0.739
1.000,0.050,linear,104,flat,41,0.682,0.885,0.148,0.238,0.148,0.090,0.132,1.257,0.276,7.369,0.193,0.681
1.000,0.050,linear,104,flat,42,0.732,0.873,0.143,0.181,0.143,0.039,0.120,1.153,0.279,7.420,0.196,0.704
